company_id,amount,site,representative_id,foundation_date,description,name
49,200,https://lightmap.ru/,972,2013-04-30,"Lightmap — геймдев-студия, разработчик мобильного PvP-шутера Pixel Gun 3D с ежемесячной аудиторией свыше 10 миллионов пользователей. 


За несколько лет из небольшого инди-проекта мы выросли в крупную геймдев-студию, сохранив при этом атмосферу стартапа, дружеские отношения, открытость, драйв и полную отдачу тому, чем занимаемся. 


Сейчас в Lightmap работают более 100 специалистов — удаленно и в офисах в Ростове-на-Дону и Москве. Мы постоянно растем, экспериментируем, воплощаем в жизнь лучшие идеи и разрабатываем новые проекты.",Lightmap
50,1000,http://hh.ru,483,2000-05-23,"HeadHunter (hh.ru) (NASDAQ: HHR) – крупнейшая онлайн-рекрутинг платформа в России и один из лидеров в разработке HR-tech решений и сервисов. 


Наша цель – помогать компаниям находить сотрудников, а людям – работу, и делать так, чтобы процесс поиска сотрудников и работы был быстрым и доставлял обеим сторонам только положительные впечатления.


По данным SimilarWeb, hh.ru занимает третье место в мире по популярности среди порталов по поиску работы и сотрудников. Наши мобильные приложения стабильно занимают первые места в категории «Бизнес» в Appstore и Google Play.",HeadHunter
51,0,http://www.microsoft.com/,634,1975-04-04,"Компания Microsoft – мировой лидер в области информационных технологий, поставляющий широкий диапазон устройств и сервисов, программного обеспечения и ИТ-услуг. Это одна из крупнейших в мире корпораций, работающая в более чем 190 странах мира. Согласно ежегодному исследованию агентства Millward Brown, по результатам 2013 года Microsoft входит в десятку самых дорогих брендов мира (69 млрд долларов).


Компания Microsoft действует в России с 1992 года. На сегодняшний день компания активно работает в 70 городах страны. Головной офис находится в Москве, региональные центры — в Санкт-Петербурге, Казани, Екатеринбурге, Ростове-на-Дону, Новосибирске.


Портфель продуктов и услуг Microsoft включает настольные и сетевые операционные системы, устройства (Xbox 360, Xbox One, Kinect, Surface и др.), серверные приложения, настольные бизнес-приложения и офисные приложения для конечных пользователей, облачные решения, интерактивные программы, сервисы и игры, средства для работы в Интернете, инструменты разработки и многое другое. Облака и мобильность становятся главными приоритетами для Microsoft в соответствии со стратегией, объявленной Сатьей Наделлой, новым CEO корпорации.

Microsoft предлагает клиентам и партнерам уникальный наиболее полный спектр «облачных» возможностей для создания и использования частного, публичного или гибридного облака. Органы Европейского союза по защите данных подтверждают, что договоры корпорации Microsoft об оказании облачных услуг отвечают высоким стандартам законодательства ЕС о защите персональных данных. Microsoft первая и в настоящее время единственная компания, которая получила такое одобрение. В портфель Microsoft входит целый ряд облачных сервисов, таких как Office 365, Microsoft Azure, Dynamics CRM Online, Intune, OneDrive.

Одним из ключевых направлений в Microsoft, является работа с техническими аудиториями: разработчиками, IT-специалистами, стартапами и студентами. В рамках международного конкурса Imagine Cup, организованного компанией Microsoft, студенты получают возможность представить свою идею и воплотить в жизнь её прототип с помощью современных информационных технологий. Microsoft предлагает поддержку самым перспективным стартапам в виде программы BizSpark, которая дает возможность получить бесплатное программное обеспечение и облачные гранты Microsoft Azure. Компания проводит различные мероприятия для технической аудитории, в числе которых DevCon и DevCon Schools.

Михаил Черномордиков (mixen), Директор департамента стратегических технологий Microsoft: «Наша команда IT-евангелистов помогает разработчикам по всей стране использовать новые технологии и платформу Microsoft для создания собственных продуктов.

У нас достаточно широкий спектр направлений. Одни помогают студентам в освоении новых технологий, другие консультируют стартапы, третьи пишут технические статьи и организовывают мероприятия для профессиональных разработчиков, четвёртые работают с крупными российскими компаниями.»",Microsoft
52,10,https://career.habr.com,315,1900-01-01,"Хабр Карьера — сервис, который помогает развивать карьеру в ИТ-индустрии. Здесь можно найти работу мечты в Яндексе, Mail.ru, Авито, Badoo, Miro — выбирайте из 20 тысяч компаний-гигантов, известных международных проектов и амбициозных стартапов.


Помимо поиска работы, на Хабр Карьере можно оценить своего работодателя и узнать оценки других компаний из ежегодного рейтинга, сравнить свою зарплату с зарплатами других российских айтишников такой же специальности и квалификации с помощью калькулятора зарплат и быстро найти курсы по душе в образовательном маркетплейсе.",Хабр Карьера
53,100,https://otus.ru,63,2017-04-01,"OTUS – сообщество профессионалов, которые помогут приобрести бесценные знания, эффективно развиваться и идти вверх по карьерной лестнице. 


Каждый месяц мы запускаем несколько образовательных программ, которые послужат прочной основой для вашего развития и достижения новых высоких результатов в сфере IT. Авторские курсы от экспертов рынка дают возможность уже состоявшимся специалистам значительно повысить уровень своей подготовки. 


Весь процесс обучения построен так, чтобы каждый студент мог освоить набор компетенций, необходимых для трудоустройства в крупные компании. Крупнейшие работодатели России приглашают на собеседования лучших выпускников.",OTUS
54,500,http://www.parallels.com/,589,1999-11-30,"Parallels Inc. — мировой лидер на рынке межплатформенных решений, которые обеспечивают пользователям простой доступ к необходимым им приложениям и файлам, а также их использование с любого устройства и в любой операционной системе. 


Мы помогаем корпоративным и домашним пользователям безопасно и эффективно использовать свои любимые устройства и именно те технологии, которые им удобны, будь то Windows®, Mac®, iOS, Android™, Chromebook, Windows Phone, Linux, Raspberry Pi или облачные решения. 


Решения Parallels обеспечивают очень удобную доставку виртуальных рабочих столов и приложений на любое устройство, запуск операционной системы Windows на компьютере Mac, управление компьютерами Mac с помощью Microsoft SCCM и удаленный доступ к компьютерам PC и Mac с любого устройства. 


Офисы компании Parallels находятся в Северной Америке, Европе, Австралии и Азии. Twitter: twitter.com/ru_parallels.",Parallels
55,1000,https://www.cian.ru/,667,2001-09-21,"Циан – самый популярный сервис по поиску недвижимости в России, который входит в топ-15 самых крупных онлайн-сервисов по недвижимости в мире по версии Similar Web. 


У нас множество продуктовых full stack команд, куда входят исследователи, дизайнеры, тестировщики, разработчики. Это позволяет быстро доводить любую идею от гипотезы до прода. Каждая команда выстраивает процессы под себя. 


В it департаменте сейчас 200 + человек и 500 микросервисов, число которых постоянно растет.",Циан
56,10000,https://www.rshb.ru/,757,2000-03-15,"Акционерное общество «Российский Сельскохозяйственный банк» www.rshb.ru создан в 2000 году в целях развития национальной кредитно-финансовой системы агропромышленного сектора и сельских территорий Российской Федерации. Мы один из крупнейших российских банков, стремящийся не только системно развивать российский АПК, но и создавать уникальный пользовательский опыт для наших любимых клиентов. На сегодняшний день банк входит в число крупнейших и наиболее стабильных финансовых учреждений страны и продолжает развиваться вместе с агропромышленным комплексом, все больше внимания уделяя цифровым технологиям, технологиям искусственного интеллекта и большим данным, развитию фермерского движения и раскрытию потенциала сельских территорий.

Отвечая на вызовы времени, мы обновляем стратегию своего развития и ставим перед собой амбициозные цели как в области цифровизации классических банковских продуктов и услуг, так и за пределами традиционного бэнкинга, создавая уникальную цифровую экосистему для предприятий АПК.",Россельхозбанк
57,500,https://cloud.mts.ru/?utm_source=habr.com&utm_medium=profile,414,2008-08-15,"#CloudMTS — один из крупнейших облачных провайдеров с собственными дата‑центрами и магистральными каналами связи по всей России. Помогаем бизнесу достигать поставленных целей с помощью проверенных облачных решений и технологий.


Облачная экосистема МТС включает в себя решения в формате частных, публичных, гибридных облаков, комплекс консалтинговых и профессиональных сервисов, услуги дата-центров и телеком-сервисы.

Наша цель — быть ИТ-партнером для бизнеса и госструктур, разрабатывать и внедрять востребованные технологические решения. Облачные сервисы предоставляются на базе собственного оборудования, размещенного в дата-центрах уровня TIER III в Москве, Санкт-Петербурге, Новосибирске, Владивостоке, Минске, Алматы и Ереване.


Облачные сервисы #CloudMTS:

вычислительные ресурсы;
сервисы безопасности;
бизнес-инструменты;
сетевые сервисы;
решения по хранению данных и бэкапу;
сервисы для разработки.


Реализуем сложные инфраструктурные проекты


В 2021 году мы запустили направление облачных проектных решений, которое занимается стратегическим ИТ-консалтингом и реализацией сложных инфраструктурных проектов.


8(800) 511-36-18

feedback@cloud.mts.ru

Москва, проспект Андропова, 18, корп. 9, БЦ Декарт",CloudMTS
58,1000,https://myoffice.ru,365,2013-01-01,"МойОфис — разработчик офисной платформы для работы с документами и коммуникаций. С 2013 года компания создает программные продукты и облачные решения для российских пользователей под брендом МойОфис®. Приложения в составе платформы: «МойОфис Документы», «МойОфис Текст», «МойОфис Таблица», «МойОфис Почта», «МойОфис Календарь», «МойОфис Контакты» и мессенджер «МойОфис Логос». С марта 2016 года продукты МойОфис входят в реестр российского ПО Минкомсвязи России. 


Клиенты компании — крупнейшие российские предприятия и государственные органы: Управление делами Президента, Министерство цифрового развития, связи и массовых коммуникаций, «Почта России», «Аэрофлот», Росгвардия, РЖД и многие другие.


Подробнее о продуктах на myoffice.ru",МойОфис
59,10,https://getmeit.ru/homepage,104,2020-09-07,"Get me IT — сервис таргетированного подбора вакансий и анонимного поиска работы для IT-специалистов в Telegram. Был создан разработчиками для разработчиков. Поэтому нам было важно сделать его максимально удобным и безопасным для пользователей. Несмотря на то, что Get me IT выступает в качестве связующего звена между работодателем и кандидатом, во главе угла для нас всегда стоят потребности коллег по цеху, IT-специалистов.


Сегодня нам доверяют более 40 000 разработчиков, большая часть которых уровня middle+.",Get me IT
60,5000,https://jobs.yoomoney.ru,391,2002-07-24,"ЮMoney (ООО НКО «ЮМани») — сервис электронных платежей, который помогает людям отправлять переводы, оплачивать товары и услуги, а компаниям — принимать платежи самыми разными способами: из электронных кошельков, через интернет-банкинг, наличными, по QR-кодам и не только.

Для пользователей у нас есть электронный кошелек и мобильное приложение ЮMoney, в котором можно оплачивать большой набор услуг разными удобными способами. Наши пользователи в числе первых смогли опробовать Apple Pay и Samsung Pay. Кошелек ЮMoney есть у 60 миллионов пользователей.


Бизнесу мы предлагаем ЮKassa — самый популярный в России платежный сервис, к которому подключены уже более 120 тысяч интернет-магазинов, онлайн-сервисов и других сайтов. Каждую секунду через ЮKassa проходит до 1200 платежей. Сервис используют компании из самых разных сфер — от интернет-торговли до ЖКХ.


Финансовый сектор — это не обязательно голубые воротнички и очереди в кассу. В ЮMoney мы сделали удобную и мгновенную оплату, красивый и понятный интерфейс, поставили новые технологии на службу пользователям и бизнесу.


Обо всем этом мы рассказываем на Хабре. А еще о технологиях машинного обучения, выпуске собственных банковских карт, бесконтактных платежах, мобильных интерфейсах и подкапотном устройстве ЮMoney.",ЮMoney
61,10000,http://alfabank.ru/,458,1990-01-01,"Альфа-Банк основан в 1990 году. Альфа-Банк является универсальным банком, осуществляющим все основные виды банковских операций, представленных на рынке финансовых услуг, включая обслуживание частных и корпоративных клиентов, инвестиционный банковский бизнес, торговое финансирование и лизинг.


Головной офис Альфа-Банка располагается в Москве, всего в регионах России и за рубежом открыто 465 отделений и филиалов банка, в том числе дочерний банк в Нидерландах и финансовые дочерние компании в США, Великобритании и на Кипре. В Альфа-Банке работает около 18 тысяч сотрудников.


Альфа-Банк является крупнейшим российским частным банком России по величине активов, собственного капитала, кредитному портфелю и счетам клиентов. По состоянию на 1 января 2012 года в Альфа-Банке обслуживается около 56 тыс. корпоративных клиентов и 6,3 млн физических лиц.


Ведущие международные рейтинговые агентства присваивают Альфа-Банку одни из самых высоких рейтингов среди российских частных банков. В декабре 2011 года агентство Standard & Poor’s повысило кредитный рейтинг Альфа-Банка с «BB-» до «ВВ», прогноз был повышен со стабильного до позитивного в июле 2012 года. В июле 2012 года агентство Fitch Ratings повысило кредитный рейтинг банка до «ВВB-», прогноз стабильный. В марте 2012 года агентство Moody’s подтвердило кредитный рейтинг банка на уровне «Ва1», прогноз стабильный.",Альфа-Банк
62,1,http://lamptest.ru,164,2015-06-24,"Мы с вами являемся свидетелями настоящей революции освещения. Светодиоды заменяют лампы других типов во всех сферах. У светодиодов много преимуществ — при том же световом потоке они потребляют в 6-10 раз меньше электричества, выделяют гораздо меньше тепла и более долговечны.


Наша задача — протестировать лампы, точно измерить их параметры и выявить недостатки. На основе наших тестов можно выбрать светодиодные лампы, которые ничем не будут уступать обычным лампам накаливания.


Надеемся, что наш проект поможет вам сделать правильный выбор и не ошибиться при покупке ламп.",LampTest
63,1000,https://skillbox.ru/,325,2016-06-07,"Образовательная платформа Skillbox — один из лидеров в сфере дистанционного образования, нацеленный изменить мир образования в России и СНГ. Мы фокусируемся на новых и востребованных профессиях с помощью технологий и инновационных методологий обучения.


В Skillbox каждый найдет для себя профессию будущего, среди которых: UX-дизайнер, менеджер проектов, интернет-маркетолог, программист, motion-дизайнер, PR-менеджер и многое другое. Наши курсы включают в себя проверку домашних заданий, обратную связь от преподавателей, неограниченный доступ к урокам, дипломные проекты от реальных заказчиков, гарантию стажировки и помощь в трудоустройстве.",Skillbox
64,5000,http://dins.ru/,54,1998-01-01,"Мы участвуем в разработке и поддержке UCaaS-платформы американской компании RingCentral. Она содержит большой набор функций: облачную телефонию, видеоконференции, факс, контактный центр, корпоративный чат и многое другое. Более 400 тыс. компаний в США, Канаде и Великобритании доверяют решению, над созданием которого мы трудимся каждый день. 


Мы работаем в Санкт‑Петербурге с 1998 года, сейчас штат компании составляет 1200+ сотрудников.


В нашем блоге вы найдете кейсы из практики наших инженеров, интересные материалы и анонсы мероприятий. 


Несколько раз в месяц организуем открытые митапы DINS IT EVENING — присоединяйтесь! 

Ключевые технологии:  
Языки разработки: Java, JavaScript, C++, Scala, Erlang, Python, Go 
БД: RocksDB, MongoDB, Cassandra, Oracle, Vertica, Neo4J, Hadoop
Оркестрация: VMWare, Kubernetes, DDC, Marathon, Terraform, CloudFoundry
Облака: Amazon AWS, Google GCP 
Мониторинг: Zabbix, Influx, Elasticsearch 
Контроль версий: Git, Mercurial 
Непрерывная интеграция: Jenkins, GitLab 
Гриды, очереди: GridGain, Coherence, Rabbit, Kafka, ZeroMQ",DINS
65,5000,https://engineering.wrike.tech,292,2006-01-01,"Wrike — это американская продуктовая компания, которая делает SaaS-платформу для управления проектами и совместной работы над ними. Мы помогаем тысячам команд быть более продуктивными, выполнять планы в срок и организовывать совместный рабочий процесс. У нас 9 офисов по всему миру, среди которых RnD-офисы в Праге и Санкт-Петербурге.


В блоге мы рассказываем про наши процессы и технологии, делимся полезными материалами с митапов Wrike TechClub. В Wrike мы решаем сложные технологические задачи и готовы помогать советом, слушать критику, дискутировать и совершенствоваться. В нашей команде более 1000 человек, каждый искренне любит то, что он делает, и готов об этом рассказывать.


Немного о стеке и рабочих процессах:

— Полнофункциональные скрам-команды по 8-10 человек

— CI/CD, релизы 1-3 раза в день

— FE: Dart, AngularDart – в продуктовой разработке, TypeScript, Angular – в разработке сайта и маркетинговой инфраструктуры

— BE: Java 11, Spring, MyBatis, PostgreSQL, RabbitMQ, Redis

— QA: Selenium WebDriver, Java, Allure, Retrofit

— Data Engineering: Python, Apache AirFlow, Google BigQuery, PostgreSQL, Kotlin, Google Dataflow, Kafka Streams

— DevOps: GCP, k8s, Ansible, Terraform, Python3, Asyncio, PostgreSQL, RabbitMQ, TypeScript, Angular


Узнать про Wrike больше:

— Сайт

— Группы в Контакте, Facebook

— Youtube-канал WrikeTechClub

— Твиттер WrikeTechClub

— Инстаграм
",Wrike
66,200,https://htmlacademy.ru,485,2012-02-22,"Курсы для каждого, кто хочет окунуться в мир вёрстки и программирования. Тренажёры помогут освоить веб-технологии и создать сайт, а профессиональные курсы подготовят к старту карьеры в IT.",HTML Academy
67,500,http://piter.com/,286,1991-09-05,"Издательство «Питер» — с 1991 года лидер рынка non-fiction литературы. Книги признанных мастеров программирования, фотоискусства, дизайна и других направлений помогут освоить полный набор инструментов для работы над любыми проектами: от написания простейших скриптов до создания серьезных приложений.",Издательский дом «Питер»
68,10000,https://career.luxoft.com/,29,2000-04-01,"Luxoft, a DXC Technology Company – это ведущая глобальная компания, оказывающая услуги по формированию digital стратегии и разработке программного обеспечения, с клиентской базой по всему миру, состоящей главным образом из крупных транснациональных корпораций. Luxoft создаёт для своих клиентов уникальные технологические решения, эффективно способствующие внедрению инноваций.


Являясь частью компании DXC Technology (NYSE: DXC), Luxoft оказывает стратегические, консалтинговые и инжиниринговые услуги для трансформации бизнеса своих клиентов и увеличения операционной эффективности c использованием новейших технологий. Luxoft сочетает высокий профессионализм в области разработки ПО и обширную отраслевую экспертизу в таких индустриях как автомобилестроение, финансовые услуги, путешествия и гостиничный бизнес, здравоохранение, биотехнологии, медиа и телекоммуникации.


Вместе DXC Technology и Luxoft предлагают своим клиентам уникальный набор услуг по digital трансформации, комбинируя digital экспертизу Luxoft в области front end и экспертизу DXC Technology в IT-модернизации и интеграции. Более подробная информация доступна на нашем сайте: www.luxoft.com.",Luxoft
69,5000,http://plrx.me/TDqxiyZJnL,633,1900-01-01,"Playrix — крупнейшая игровая компания в СНГ. Мы входим в ТОП-5 самых успешных мобильных издателей мира. Наши проекты — Township, Fishdom, Gardenscapes и Homescapes. Ежедневно в них играют более 25 миллионов людей.


Наш успех — результат усилий выдающейся команды. Более 2000 профессионалов по всему миру решают уникальные задачи и задают новые стандарты качества для всей индустрии. В Playrix можно работать где угодно: в одном из офисов компании или удаленно в любой точке планеты. 


Мы верим, что люди важнее процессов, а креативность и талант полностью раскрываются только в условиях свободы. Подробнее узнать о том, как мы работаем и почему считаем культуру главной инвестицией в будущее компании, можно в Культурном Коде Playrix.",Playrix
70,0,https://belayaraduga.ru,227,1900-01-01,"Клиника семейной профилактической стоматологии. Мы искренне рады менять жизнь людей, даря им возможность свободно улыбаться и чувствовать себя здоровыми. Наш ключевой принцип — относиться к пациенту так, словно лечишь близкого человека. 


Мы заинтересованы в высоком качестве вашей жизни, а также в том, чтобы лечение прошло максимально комфортно и быстро. Для этого мы используем современное оборудование и приглашаем на работу квалифицированных врачей, которые окружат вас заботой, предложат оптимальное лечение и ответят на все ваши вопросы. 


Мы следуем современным протоколам лечения. Это научно обоснованные и подтвержденные практикой руководства к действию. Они гарантируют достижение результата и безопасность лечения, поэтому мы даем пятилетнюю юридическую гарантию на свои услуги.


Адреса наших клиник: 

г. Москва, Котельническая наб., 25с1;

г. Москва, ул. Нижняя Красносельская, 35с50.

г. Москва, ул. Архитектора Щусева, 2/3.



Welcome@belayaraduga.ru


tel: +7 (499) 7035225",Белая Радуга
71,1000,https://sberdevices.ru/,714,2019-01-01,"SberDevices — компания экосистемы Сбера, центр экспертизы по решениям на основе искусственного интеллекта в таких областях применения, как речевые технологии, технологии понимания естественного языка, лицевая и голосовая биометрия. Компания также фокусируется на создании умных устройств для конечных потребителей и корпоративных клиентов. SberDevices учреждена в 2019 году в качестве департамента блока «Технологии».",SberDevices
72,30,https://gms.tech/,772,1900-01-01,"g-mate — это телеграм-бот с персональными карьерными рекомендациями для IT-специалистов. Ищем match для кандидатов и компаний: @g_jobbot 


Для компаний — 40 000+ инженеров уровня middle+, которые открыты к предложениям


Для специалистов — предложения от Flo, Exness, InDriver, Skyeng, Playrix, Yandex, VOIR, Ситимобил и других IT-гигантов (60% — remote-позиции)


Для всех — человеческий подход экспертов gms и максимум конкретной информации


Присоединяйтесь: gms.tech",gms & g-mate
73,500,http://dtln.ru/,647,2007-10-02,"DataLine — провайдер облачных сервисов на базе собственных дата-центров TIER III.

Компания входит в группу компаний «Ростелеком — Центры Обработки Данных».

Сеть DataLine включает 8 дата-центров на 4811 стоек общей мощностью 48 200 кВА.
",DataLine
74,200,http://www.audiomania.ru,157,1997-07-14,"Компания Аудиомания известна не только тем, что является поставщиком качественных домашних аудио и видеорешений для увлечённых людей, но и своими разработками в различных сферах. Например, веб-разработки и ноу-хау в электронной коммерции.


Аудиомания рада поделиться своим опытом с хабравчанами, например, по автоматизации склада, которая была выполнена совершенно без применения промышленных решений. В качестве складских терминалов используются планшеты на андроиде с подключёнными к ним портативными сканерами.


Аудиомания вообще известна тем, что старается разрабатывать все программные решения самостоятельно. Например, у Аудиомании есть собственная система веб-аналитики, превосходящая по возможностям персонализации Google Analytics и Яндекс.Метрику. Кстати, запущена эта система была в 2005 году, когда перечисленных систем еще не было на рынке.


Многие решения Аудиомании не имеют аналогов в мире.",Аудиомания
75,10000,http://www.intel.ru/,405,1968-07-18,"Intel — технологическая компания из Калифорнии, основанная несколькими инженерами в 1968 году. Сейчас в компании работают десятки тысяч сотрудников во многих странах мира.


Intel известна как крупнейший производитель микропроцессоров, однако, будучи крупной инженерной компанией, выросшей из небольшого стартапа, продолжает многолетний опыт инноваций, в последние годы активно расширяя сферы своих интересов: здравоохранение и телекоммуникации, мобильные устройства и пользовательские интерфейсы, операционные системы и дополненная реальность.


Своим опытом инноваций Intel охотно делится с молодыми умами — и в России, и во всем мире работает множество образовательных программ для школьников, студентов и молодых ученых. Инвестиционный фонд Intel Capital — один из крупнейших технологических венчурных фондов на планете.


В России Intel работает с 1991 года; офис в Нижнем Новгороде является важной частью подразделения Intel Software & Services Group, разрабатывая программное обеспечение мирового класса.

Если явно не указано иное, то приводимые в данном блоге точки зрения авторов постов и комментаторов не обязаны являться официальным выражением взглядов компании Intel.",Intel
76,50,http://www.vasexperts.ru,567,2013-01-11,"VAS Experts — динамично развивающаяся компания, специализирующаяся на создании и внедрении инновационных сервисов в области контроля и анализа трафика. Разработчик платформы глубокого анализа трафика, предназначенной для инспекции и классификации пакетов с последующей обработкой согласно задаче, стоящей перед компанией (лидер в России и Восточной Европе — 800+ внедрений).",VAS Experts
77,100,http://qrator.net,248,2008-01-01,"Qrator Labs основана в 2008 году сотрудниками МГУ. 

Компания предоставляет услуги противодействия DDoS-атакам и является признанным экспертом в этой области. 

Команда Qrator Labs занимается исследовательской деятельностью в области защиты от DDoS и 

постоянно совершенствует алгоритмы, технологии и приемы противодействия DDoS-атакам.

Также компания активно развивает проект моделирования и анализа взаимодействия AS на глобальном сетевом уровне в интернете radar.qrator.net

Алгоритмы и технологии, которые используются для нейтрализации атак на интернет-сервисы клиентов, являются know-how компании.

На сегодняшний день Qrator Labs – один из лидеров рынка услуг защиты от DDoS. Клиентами компании являются многие крупные компании из различных отраслей: ведущие банки (банк «Тинькофф Кредитные Системы», ЮниКредит Банк, МДМ банк, Рокет банк, ОТП банк, банк Интеза, банк Национальный Расчётный Депозитарий) и платёжные системы (Qiwi, Cyberplat, Элекснет), сайты электронной коммерции (Lamoda, Юлмарт, Эльдорадо, ОЗОН, Wildberries, Ситилинк), СМИ (МИА «Россия Сегодня», ИТАР-ТАСС, радиостанция «Эхо Москвы», Регнум, телеканалы «Звезда», ТНТ, «Дождь», НТВ-Плюс) и многие другие",Qrator Labs
78,30,https://typeable.io,82,2014-01-01,"Мы выстраиваем путь к инновации и развитию с помощью поддерживаемого и стойкого программного обеспечения. В Typeable мы верим, что применяя методологии digital transformation, computer science и open source software, можно добиться стратегического развития.",Typeable
79,200,http://www.agima.ru/,598,2005-01-01,"AGIMA — компания, специализирующаяся на разработке и развитии интернет-проектов для бизнеса. В нашем штате более 60 специалистов, ежедневно решающих задачи, связанные с веб-аналитикой, дизайном, разработкой сложных комплексных IT-решений, 3D моделированием, мультимедиа, поддержкой и развитием веб-ресурсов, SEO, SMM и контекстной рекламой.


Мы первые внедрили и тщательно продвигали на российском рынке адаптивный веб-дизайн. Это инновационная технология разработки сайта с использованием Java Script и media queries из CSS, которая позволяет ресурсу адаптироваться под любые устройства от мобильных телефонов и PDA до мониторов с высоким разрешением экрана.


В числе наших клиентов: Raiffaizen Bank, РОСНО Allianz, INTOUCH, МУЗ-ТВ, АльфаСтрахование, СК МАКС, СК ВСК, группа «CreditEurope», S7 Airlines и многие другие. AGIMA имеет уникальный опыт разработки решений для организаций финансового сектора, среди которых целый ряд проектов для РОСНО Allianz, в том чиле и страховой интернет-магазин eshop.rosno.ru, основной сайт страхового дома ВСК, десятки интерактивных-решений для АльфаСтрахование.


Наш канал на Vimeo — vimeo.com/agima",Агентство AGIMA
80,5000,https://qiwi.com/,403,1900-01-01,"QIWI — крупнейшая российская финансовая компания в сфере IT. Мы разрабатываем платформу электронных платежей #1 в России и странах СНГ, карточные сервисы и эквайринг 


Наша главная цель — делать жизнь людей и бизнеса проще, предлагая новые продукты и решения.


Сейчас у нас почти 22,5 миллион виртуальных кошельков и свыше 149 000 терминалов и точек приёма платежей.


Каждый месяц более 42 миллионов клиентов совершают платежи и переводы по физическим, мобильным и интернет-каналам платежной системы QIWI на сумму 124 миллиарда рублей. 


Больше двух тысяч сотрудников QIWI работают над тем, чтобы нашим клиентам было удобно и просто пользоваться сервисами компании. Мы используем свежий стек технологий и многое выкладываем в opensource.",QIWI
